lu_category,latitude,longitude,area_sqm
commercial,1.3264874759840461,103.64113048428244,1402.8561865
commercial,1.3277395544904191,103.63961096687407,1405.082006
commercial,1.3267907513761275,103.64030240438599,188.2845385
commercial,1.3277301224194678,103.63982489074206,1404.76178875
commercial,1.3279911638192758,103.63955271844429,2013.5347534
commercial,1.327512604765391,103.64137660779383,7794.1801795
commercial,1.328246879243919,103.64095704745911,8253.547591515
commercial,1.3268524145975833,103.6404850978366,2231.585951
commercial,1.33328719771926,103.64362006420836,4924.707081
commercial,1.3282232240595924,103.63965768703743,247.6894215
commercial,1.3266980047290107,103.64070527982737,1405.187876
commercial,1.3264744817313905,103.64094012939634,1403.4174605
commercial,1.3270113504166967,103.64031810678314,2229.8559015
commercial,1.3270502382145986,103.64186240493754,8028.35791915
commercial,1.3274041499156402,103.63996335922347,1404.501208
commercial,1.3264411989615275,103.6415043414308,216.80379575
commercial,1.3272580949412698,103.64063552373206,2303.363585345
commercial,1.3313835792122972,103.64074880737267,12895.2345035
commercial,1.3339389878578864,103.64267084656308,8870.4797038
commercial,1.3330095890692704,103.64189237576086,8091.86165172
commercial,1.3347967654579702,103.64478068502703,4510.863685
commercial,1.3347733231566845,103.6433591573481,5822.7898423
commercial,1.3342853796767769,103.6436703490037,3596.201085
commercial,1.335703452945782,103.64579792523493,4513.040449
commercial,1.3355286321891682,103.64441986113175,11024.8845852
residential,1.4192951771545237,103.90868868767213,1134.664788835
residential,1.4184605500773635,103.90923968797897,525.74999693
residential,1.4152264514345614,103.90389088847076,35.22690192
residential,1.4168154314390455,103.90522360252795,646.13973155
residential,1.4157995334332236,103.90593437874823,579.42381
residential,1.4164155710961566,103.90530298788792,600.994944
residential,1.4167535636780328,103.90574778184445,109.47405345
residential,1.414877203148119,103.90482248937013,572.263699195
residential,1.4144019965072554,103.90427928757238,572.33400201
residential,1.4189077937493009,103.90933159783955,1122.093966
residential,1.4166187536539792,103.90497819045349,772.270132
residential,1.4166371503878237,103.90565959612898,941.8731575
residential,1.4189565295599738,103.90905314255673,473.025414215
residential,1.416913352597676,103.90545590928443,969.357239185
residential,1.4159592615185759,103.90557285217352,594.18917285
residential,1.4141718799773955,103.90401602828105,572.296784915
residential,1.4192619392650119,103.90942457913435,509.45465025
residential,1.419366725743906,103.90887553901949,1690.86802783
residential,1.41853834880246,103.90855671825854,473.61582023
residential,1.418868922078419,103.90848706729645,541.38037845
residential,1.4194480528587496,103.90947010137802,897.6767168
residential,1.414774965764561,103.90470173219443,572.271850165
residential,1.4148245972555538,103.90422717030901,605.00511545
residential,1.4149546101369872,103.90412532843276,580.65344145
residential,1.4141169389098558,103.90339661975014,101.2408938
residential,1.4161226553148816,103.90517976050236,606.02889935
residential,1.4188394611781419,103.90912452593058,475.97246618
residential,1.4191483942377419,103.90929286049357,523.39787985
infrastructure,1.3352520933715402,103.64292234513493,30734.47194735
commercial,1.3299452643375944,103.65175167981604,1414.392686405
commercial,1.3253899007067,103.64831758938756,2887.374037
commercial,1.3248153622286627,103.64900684080365,1416.2815885
commercial,1.3275406615090193,103.65004486536536,5236.90614
commercial,1.3291917818469081,103.65259433698093,2885.8895127
commercial,1.3248237603131705,103.64879219295585,1415.7407935
commercial,1.3258164284454024,103.64774879746281,1416.2741395
commercial,1.3263677094085637,103.65186020211317,5499.252725
commercial,1.3249122648298983,103.65049267464735,5500.1891145
commercial,1.3296830492349905,103.65193370816954,3154.47422995
commercial,1.3292573650515163,103.65138811197838,5406.806077
commercial,1.3281052401721716,103.6489495429535,5280.328623
commercial,1.3288803162423695,103.65287063346427,1417.045882
commercial,1.3289611842304832,103.655841183256,11264.5295808
commercial,1.3242338192714005,103.64961808219337,1418.20402665
commercial,1.3265009980466111,103.6471519935428,2945.644483
commercial,1.3273773969452063,103.65145314295935,5454.593482895
commercial,1.3303925510973327,103.65128176803148,1416.69379935
commercial,1.3300654004160202,103.6514195776465,1416.502033
commercial,1.3286565588331611,103.65310571957161,1416.9890653
commercial,1.3305267859902297,103.6511407395396,1417.353039
commercial,1.324761488515416,103.64967120867263,408.3449605
commercial,1.3298020131562351,103.65081595742916,5451.567436
commercial,1.3274113391178617,103.64829753272636,5280.193573
commercial,1.330904175934661,103.65295848065338,23121.0605716
commercial,1.3275900429802627,103.64873753047164,5280.371226
commercial,1.3267931389490482,103.64907258154074,5236.7923615
commercial,1.3271614792781707,103.65233398573142,5499.334018
commercial,1.3279548386841695,103.65372034812987,2949.743639
commercial,1.3316885474256712,103.65266244840352,6960.8024848
commercial,1.32891475579691,103.64998228592079,5280.47503685
commercial,1.3294050472877148,103.65184685580921,408.290958
commercial,1.3287684123116197,103.65298820258299,1417.9292082
commercial,1.330280726840467,103.65139924203993,1416.6788525
commercial,1.3285258117851926,103.65106053268023,5238.28119185
infrastructure,1.322408515481317,103.64542372017783,858.7829246
infrastructure,1.3290362677587872,103.65518590495856,1727.89038045
infrastructure,1.3173308314618688,103.65181720018438,1696.2221508
commercial,1.3227447855829575,103.65965538717823,186.782562
commercial,1.3257472846882121,103.65648288913019,186.8795449
commercial,1.3183946527646964,103.65498101481424,7725.3775955
commercial,1.3241172229020384,103.64639844596208,1417.9989413
commercial,1.3251245161129843,103.65513948907942,7924.8117647
commercial,1.3209559593376283,103.652621699461,7269.081697495
commercial,1.3241713080677364,103.65287796293624,4020.709953
commercial,1.3198581663804732,103.65395686093686,401.17513
commercial,1.3235562240819734,103.6511296114548,22946.769168
commercial,1.3230235718823031,103.65395940163323,10366.4228652
commercial,1.317564387733821,103.65331151277917,28669.76545927
commercial,1.3259407136520704,103.65607527113066,8538.34020625
commercial,1.324129040327706,103.6572220711491,5699.8004525
commercial,1.3245440840551608,103.64590984234677,9746.002445375
commercial,1.327177210664903,103.65417151988733,4006.16940835
commercial,1.3226191189633092,103.65238924524719,11158.517929
commercial,1.3215981795127318,103.65194695107016,7270.1872586
infrastructure,1.3242687431398366,103.65855568840936,1014.81637637
commercial,1.3251162969675312,103.65196638115468,6044.237203
commercial,1.3214777861580274,103.6602097529521,4537.04835835
commercial,1.3207307826821264,103.65843181221689,4703.71048775
