sn,outlet_name,full_address,building,street,unit,postal_code,outlet_type
121,111 Block 137 Potong Pasir Avenue 3 #01-142 B.H. M,111 Block 137 Potong Pasir Avenue 3 #01-142 B.H. Mini Mart 350137,,,,350137,Authorised Retailer
122,112 Block 70 Lorong 4 Toa Payoh #01-343 Balestier ,112 Block 70 Lorong 4 Toa Payoh #01-343 Balestier Khalsa Football Club 310070,,,,310070,Authorised Retailer
123,113 Harbourfront Centre/ 1 Maritime Square #01-82 ,113 Harbourfront Centre/ 1 Maritime Square #01-82 Cheers Harbourfront Centre 099253,,,,099253,Authorised Retailer
124,114 Block 23 Hougang Avenue 3 #01-281 Cheers Houga,114 Block 23 Hougang Avenue 3 #01-281 Cheers Hougang Avenue 3 530023,,,,530023,Authorised Retailer
125,115 Block 810 Hougang Central #01-214 Cheers Houga,115 Block 810 Hougang Central #01-214 Cheers Hougang Central 530810,,,,530810,Authorised Retailer
126,116 Northshore Plaza II/ 418 Northshore Drive #02-,116 Northshore Plaza II/ 418 Northshore Drive #02-05/06 Cheers Northshore Plaza II 820418,,,,820418,Authorised Retailer
127,117 Block 17 Bedok South Road #01-583 Cheng Chew W,117 Block 17 Bedok South Road #01-583 Cheng Chew Wah Agency - Bedok South Road 460017,,,,460017,Authorised Retailer
128,118 Block 58 Marine Terrace #01-47 Cheng Chew Wah ,118 Block 58 Marine Terrace #01-47 Cheng Chew Wah Agency - Marine Terrace 440058,,,,440058,Authorised Retailer
129,119 Orchard Plaza/ 150 Orchard Road #01-63 Cheng T,119 Orchard Plaza/ 150 Orchard Road #01-63 Cheng Tai Boon Beng 238841,,,,238841,Authorised Retailer
130,120 Elias Mall/ 625 Elias Road #01-314 Chng Siow E,120 Elias Mall/ 625 Elias Road #01-314 Chng Siow Eng Agency 510625,,,,510625,Authorised Retailer
131,121 Block 21 Lorong 7 Toa Payoh #01-290 Chong Hoe ,121 Block 21 Lorong 7 Toa Payoh #01-290 Chong Hoe Tong 310021,,,,310021,Authorised Retailer
132,122 Block 76 Circuit Road #01-05 Chop Yeo Thong He,122 Block 76 Circuit Road #01-05 Chop Yeo Thong Heng 370076,,,,370076,Authorised Retailer
133,123 Block 237 Serangoon Avenue 3 #01-108 Chua Hong,123 Block 237 Serangoon Avenue 3 #01-108 Chua Hong Kim Trading 550237,,,,550237,Authorised Retailer
134,124 Block 19A Dover Crescent #01-04 Chuan Hao Depa,124 Block 19A Dover Crescent #01-04 Chuan Hao Departmental Store 131019,,,,131019,Authorised Retailer
135,125 Block 555 Ang Mo Kio Avenue 10 #01-1966 Cliffo,125 Block 555 Ang Mo Kio Avenue 10 #01-1966 Clifford Gift Shop - Ang Mo Kio Avenue 10 560555,,,,560555,Authorised Retailer
136,126 Block 532 Ang Mo Kio Avenue 10 #01-2459 Cliffo,126 Block 532 Ang Mo Kio Avenue 10 #01-2459 Clifford Gift Shop 560532,,,,560532,Authorised Retailer
137,127 Aperia Mall/ 12 Kallang Avenue #01-49 Cold Sto,127 Aperia Mall/ 12 Kallang Avenue #01-49 Cold Storage Aperia Mall 339511,,,,339511,Authorised Retailer
138,128 Compass One/ 1 Sengkang Square #B1-25 Cold Sto,128 Compass One/ 1 Sengkang Square #B1-25 Cold Storage Compass One 545078,,,,545078,Authorised Retailer
139,129 Hougang Green Shopping Mall/ 21 Hougang Street,129 Hougang Green Shopping Mall/ 21 Hougang Street 51 #01-04A Dawn Florist 538719,,,,538719,Authorised Retailer
140,130 Block 119 Aljunied Avenue 2 #01-78 Dawn Floris,130 Block 119 Aljunied Avenue 2 #01-78 Dawn Florist – Aljunied Avenue 2 380119,,,,380119,Authorised Retailer
141,131 Fu Lu Shou Complex/ 149 Rochor Road #B1-26 Del,131 Fu Lu Shou Complex/ 149 Rochor Road #B1-26 Delisia Agency Pte Ltd 188425,,,,188425,Authorised Retailer
142,132 Depot Heights Shopping Centre/ 108 Depot Road ,132 Depot Heights Shopping Centre/ 108 Depot Road #01-17 Everbright Services 100108,,,,100108,Authorised Retailer
143,133 Block 95 Lorong 4 Toa Payoh #01-50 Evercool En,133 Block 95 Lorong 4 Toa Payoh #01-50 Evercool Engineering 310095,,,,310095,Authorised Retailer
144,134 Block 283 Bukit Batok East Avenue 3 #01-281 Ev,134 Block 283 Bukit Batok East Avenue 3 #01-281 Everstream Trading 650283,,,,650283,Authorised Retailer
145,135 Block 7 Hougang Avenue 3 #01-48 Fatt Chye Heng,135 Block 7 Hougang Avenue 3 #01-48 Fatt Chye Heng Trading 530007,,,,530007,Authorised Retailer
146,136 Block 463 Sembawang Drive #01-02 Fortune Super,136 Block 463 Sembawang Drive #01-02 Fortune Supermarket Sembawang Drive 750463,,,,750463,Authorised Retailer
147,137 4 Kensington Park Road Gerk Chwee Trading 5572,137 4 Kensington Park Road Gerk Chwee Trading 557256,,,,557256,Authorised Retailer
148,138 Beauty World Centre/ 144 Upper Bukit Timah Roa,138 Beauty World Centre/ 144 Upper Bukit Timah Road #B1-01 Giant Beauty World Centre 588177,,,,588177,Authorised Retailer
149,139 Block 982 Buangkok Crescent #01-01 Giant Buang,139 Block 982 Buangkok Crescent #01-01 Giant Buangkok Crescent 530982,,,,530982,Authorised Retailer
150,140 Pioneer Mall/ 638 Jurong West Street 61 #03-01,140 Pioneer Mall/ 638 Jurong West Street 61 #03-01 Giant Pioneer Mall 640638,,,,640638,Authorised Retailer
151,141 Plantation Plaza/127 Plantation Crescent #B1-0,141 Plantation Plaza/127 Plantation Crescent #B1-06 Giant Plantation Plaza 690127,,,,690127,Authorised Retailer
152,142 Sunshine Place/475 Choa Chu Kang Avenue 3 #01-,142 Sunshine Place/475 Choa Chu Kang Avenue 3 #01-01/10 Giant Sunshine Place 680475,,,,680475,Authorised Retailer
153,143 Block 84 Redhill Lane #01-356 Goh Geok Kwee Ag,143 Block 84 Redhill Lane #01-356 Goh Geok Kwee Agency - Redhill Lane 150084,,,,150084,Authorised Retailer
154,144 Block 124 Bukit Merah Lane 1 #01-148 Goh Geok ,144 Block 124 Bukit Merah Lane 1 #01-148 Goh Geok Kwee Agency - Bukit Merah 150124,,,,150124,Authorised Retailer
155,145 Block 136 Marsiling Road #01-2182 Golden Lagoo,145 Block 136 Marsiling Road #01-2182 Golden Lagoon Trading 730136,,,,730136,Authorised Retailer
156,146 Block 74 Whampoa Drive #01-342 Hin Teck Leong ,146 Block 74 Whampoa Drive #01-342 Hin Teck Leong Trading Company - Whampoa Drive 320074,,,,320074,Authorised Retailer
157,147 Block 73 Bedok South Avenue 3 #01-454 Hock Soo,147 Block 73 Bedok South Avenue 3 #01-454 Hock Soon Ann 460073,,,,460073,Authorised Retailer
158,148 Block 503 Tampines Central 1 #01-283 Jake Merc,148 Block 503 Tampines Central 1 #01-283 Jake Merchandise Associates 520503,,,,520503,Authorised Retailer
159,149 Block 256 Jurong East Street 24 #01-385 Kim Ch,149 Block 256 Jurong East Street 24 #01-385 Kim Chwee Trading 600256,,,,600256,Authorised Retailer
160,150 Block 4 Changi Village Road #01-2074 Kis Store,150 Block 4 Changi Village Road #01-2074 Kis Store 500004,,,,500004,Authorised Retailer
161,151 Textile Centre/200 Jalan Sultan #01-29 Kwek Le,151 Textile Centre/200 Jalan Sultan #01-29 Kwek Lee Eng Agency 199018,,,,199018,Authorised Retailer
162,152 Block 442 Pasir Ris Drive 6 #01-42 Laura's Gif,152 Block 442 Pasir Ris Drive 6 #01-42 Laura's Gifts 510442,,,,510442,Authorised Retailer
163,153 Block 201B Tampines Street 21 #01-1083 Lee Eng,153 Block 201B Tampines Street 21 #01-1083 Lee Eng Trading Store 522201,,,,522201,Authorised Retailer
164,154 Block 273C Punggol Place #01-884 Li Li Cheng S,154 Block 273C Punggol Place #01-884 Li Li Cheng Supermarket (Punggol) Pte Ltd 823273,,,,823273,Authorised Retailer
165,155 Block 16 Upper Boon Keng Road #01-1113 Lim Hen,155 Block 16 Upper Boon Keng Road #01-1113 Lim Heng Ee Trading Pte. Ltd. 380016,,,,380016,Authorised Retailer
166,156 Block 139 Tampines Street 11 #01-88 Mee Lee Ch,156 Block 139 Tampines Street 11 #01-88 Mee Lee Cheong Pte. Ltd. 521139,,,,521139,Authorised Retailer
167,157 Causeway Point/ 1 Woodlands Square #01-18/19 M,157 Causeway Point/ 1 Woodlands Square #01-18/19 Metro Woodlands 738099,,,,738099,Authorised Retailer
168,158 127 Upper Paya Lebar Road Nalayanee Trading En,158 127 Upper Paya Lebar Road Nalayanee Trading Enterprise 534839,,,,534839,Authorised Retailer
169,159 Block 513 Bishan Street 13 #01-508 Nan Huat Wi,159 Block 513 Bishan Street 13 #01-508 Nan Huat Wine Store 570513,,,,570513,Authorised Retailer
170,160 Block 741 Bedok Reservoir Road #01-3073 Nel's ,160 Block 741 Bedok Reservoir Road #01-3073 Nel's Store 470741,,,,470741,Authorised Retailer
171,161 51@AMK/ 51 Ang Mo Kio Avenue 3 #01-01B Ng Nam ,161 51@AMK/ 51 Ang Mo Kio Avenue 3 #01-01B Ng Nam Thye Trading - Ang Mo Kio Avenue 3 569922,,,,569922,Authorised Retailer
172,162 Taman Jurong Shopping Centre/ 399 Yung Sheng R,162 Taman Jurong Shopping Centre/ 399 Yung Sheng Road #01-07 Ng Nam Thye Trading - Taman Jurong 610399,,,,610399,Authorised Retailer
173,163 Block 301 Ubi Avenue 1 #01-241 Ng Teo Guan Sel,163 Block 301 Ubi Avenue 1 #01-241 Ng Teo Guan Self Service 400301,,,,400301,Authorised Retailer
174,164 AMK Hub/ 53 Ang Mo Kio Avenue 3 #B2-40 NTUC Fa,164 AMK Hub/ 53 Ang Mo Kio Avenue 3 #B2-40 NTUC FairPrice AMK Hub 569933,,,,569933,Authorised Retailer (FairPrice)
175,165 Anchorvale Village/ Block 339 Anchorvale Road ,165 Anchorvale Village/ Block 339 Anchorvale Road #B1-02 NTUC FairPrice Anchorvale Village 540339,,,,540339,Authorised Retailer (FairPrice)
176,166 Block 212 Bedok North Street 1 #01-147 NTUC Fa,166 Block 212 Bedok North Street 1 #01-147 NTUC FairPrice Bedok North Street 1 460212,,,,460212,Authorised Retailer (FairPrice)
177,167 Block 89 Bedok North Street 4 #01-77/79 NTUC F,167 Block 89 Bedok North Street 4 #01-77/79 NTUC FairPrice Bedok North Street 4 460089,,,,460089,Authorised Retailer (FairPrice)
178,168 Block 510 Bishan Street 13 #01-520 NTUC FairPr,168 Block 510 Bishan Street 13 #01-520 NTUC FairPrice Bishan Street 13 570510,,,,570510,Authorised Retailer (FairPrice)
179,169 Boon Lay Shopping Complex/ 221 Boon Lay Place ,169 Boon Lay Shopping Complex/ 221 Boon Lay Place #02-200 NTUC FairPrice Boon Lay Place 640221,,,,640221,Authorised Retailer (FairPrice)
180,170 Bukit Batok MRT Station/ 10 Bukit Batok Centra,170 Bukit Batok MRT Station/ 10 Bukit Batok Central #01-08 NTUC FairPrice Bukit Batok MRT Station 659958,,,,659958,Authorised Retailer (FairPrice)
181,171 Block 166 Bukit Merah Central #02-3531 NTUC Fa,171 Block 166 Bukit Merah Central #02-3531 NTUC FairPrice Bukit Merah Central 150166,,,,150166,Authorised Retailer (FairPrice)
182,172 Bukit Panjang Plaza/ 1 Jelebu Road #01-15/#02-,172 Bukit Panjang Plaza/ 1 Jelebu Road #01-15/#02-20 NTUC FairPrice Bukit Panjang Plaza 677743,,,,677743,Authorised Retailer (FairPrice)
183,173 Bukit Timah Plaza/ 1 Jalan Anak Bukit #B1-01 N,173 Bukit Timah Plaza/ 1 Jalan Anak Bukit #B1-01 NTUC FairPrice Bukit Timah Plaza 588996,,,,588996,Authorised Retailer (FairPrice)
184,174 Canberra Plaza/ 133 Canberra View #B1-03/04 NT,174 Canberra Plaza/ 133 Canberra View #B1-03/04 NTUC FairPrice Canberra Plaza 750133,,,,750133,Authorised Retailer (FairPrice)
185,175 8 Changi Business Park Avenue 1 #01-51/#02-51 ,175 8 Changi Business Park Avenue 1 #01-51/#02-51 NTUC FairPrice Changi Business Park 486018,,,,486018,Authorised Retailer (FairPrice)
186,176 Block 352 Clementi Avenue 2 #01-141/143 NTUC F,176 Block 352 Clementi Avenue 2 #01-141/143 NTUC FairPrice Clementi Avenue 2 120352,,,,120352,Authorised Retailer (FairPrice)
187,177 Block 451 Clementi Avenue 3 #01-307 NTUC FairP,177 Block 451 Clementi Avenue 3 #01-307 NTUC FairPrice Clementi Avenue 3 120451,,,,120451,Authorised Retailer (FairPrice)
188,178 Block 277C Compassvale Link #01-13 NTUC FairPr,178 Block 277C Compassvale Link #01-13 NTUC FairPrice Compassvale Link 543277,,,,543277,Authorised Retailer (FairPrice)
189,179 Dawson Place/ 57 Dawson Road #01-07 NTUC FairP,179 Dawson Place/ 57 Dawson Road #01-07 NTUC FairPrice Dawson Place 142057,,,,142057,Authorised Retailer (FairPrice)
190,180 E!Hub @ Downtown East/ 1 Pasir Ris Close #02-1,180 E!Hub @ Downtown East/ 1 Pasir Ris Close #02-127 NTUC FairPrice E!Hub @ Downtown East 519599,,,,519599,Authorised Retailer (FairPrice)
191,181 Eastpoint Mall/ 3 Simei Street 6 #05-01 NTUC F,181 Eastpoint Mall/ 3 Simei Street 6 #05-01 NTUC FairPrice Eastpoint Mall 528833,,,,528833,Authorised Retailer (FairPrice)
192,182 Greenridge Shopping Centre/ 524A Jelapang Road,182 Greenridge Shopping Centre/ 524A Jelapang Road #03-13 NTUC Fairprice Greenridge Shopping Centre 671524,,,,671524,Authorised Retailer (FairPrice)
193,183 Block 50 Havelock Road #01-755 NTUC FairPrice ,183 Block 50 Havelock Road #01-755 NTUC FairPrice Havelock Road 160050,,,,160050,Authorised Retailer (FairPrice)
194,184 Hillion Mall/ 17 Petir Road #B2-67 NTUC FairPr,184 Hillion Mall/ 17 Petir Road #B2-67 NTUC FairPrice Hillion Mall 678278,,,,678278,Authorised Retailer (FairPrice)
195,185 Hougang Mall/ 90 Hougang Avenue 10 #B1-07 NTUC,185 Hougang Mall/ 90 Hougang Avenue 10 #B1-07 NTUC FairPrice Hougang Mall 538766,,,,538766,Authorised Retailer (FairPrice)
196,186 Block 202 Hougang Street 21 #01-00 NTUC FairPr,186 Block 202 Hougang Street 21 #01-00 NTUC FairPrice Hougang Street 21 530202,,,,530202,Authorised Retailer (FairPrice)
197,187 Jem/ 50 Jurong Gateway Road #B1-21/22 NTUC Fai,187 Jem/ 50 Jurong Gateway Road #B1-21/22 NTUC FairPrice Jem 608549,,,,608549,Authorised Retailer (FairPrice)
198,188 FairPrice Hub/ 1 Joo Koon Circle #03-21 NTUC F,188 FairPrice Hub/ 1 Joo Koon Circle #03-21 NTUC FairPrice Joo Koon 629117,,,,629117,Authorised Retailer (FairPrice)
199,189 Block 135 Jurong Gateway Road #01-337 NTUC Fai,189 Block 135 Jurong Gateway Road #01-337 NTUC FairPrice Jurong Gateway Road 600135,,,,600135,Authorised Retailer (FairPrice)
200,190 Jurong Point/63 Jurong West Central 3 #03-01 N,190 Jurong Point/63 Jurong West Central 3 #03-01 NTUC FairPrice Jurong Point 648331,,,,648331,Authorised Retailer (FairPrice)
201,191 Block 71 Kallang Bahru #01-529 NTUC FairPrice ,191 Block 71 Kallang Bahru #01-529 NTUC FairPrice Kallang Bahru 330071,,,,330071,Authorised Retailer (FairPrice)
202,192 Kallang Wave Mall/ 1 Stadium Place #01-29 NTUC,192 Kallang Wave Mall/ 1 Stadium Place #01-29 NTUC FairPrice Kallang Wave Mall 397628,,,,397628,Authorised Retailer (FairPrice)
203,193 Orchard Grand Court/ 131 Killiney Road #01-01/,193 Orchard Grand Court/ 131 Killiney Road #01-01/02/03 NTUC FairPrice Killiney Road 239571,,,,239571,Authorised Retailer (FairPrice)
204,194 Le Quest/ 4 Bukit Batok Street 41 #01-91/92 NT,194 Le Quest/ 4 Bukit Batok Street 41 #01-91/92 NTUC FairPrice Le Quest 657991,,,,657991,Authorised Retailer (FairPrice)
205,195 Limbang Shopping Centre/ 533 Choa Chu Kang Str,195 Limbang Shopping Centre/ 533 Choa Chu Kang Street 51 #01-01 NTUC FairPrice Limbang Shopping Centre 680533,,,,680533,Authorised Retailer (FairPrice)
206,196 Block 192 Lorong 4 Toa Payoh #01-670/672 NTUC ,196 Block 192 Lorong 4 Toa Payoh #01-670/672 NTUC FairPrice Lorong 4 Toa Payoh 310192,,,,310192,Authorised Retailer (FairPrice)
207,197 Lot 1 Shoppers' Mall/ 21 Choa Chu Kang Avenue ,197 Lot 1 Shoppers' Mall/ 21 Choa Chu Kang Avenue 4 #B1-03 NTUC FairPrice Lot 1 Shoppers' Mall 689812,,,,689812,Authorised Retailer (FairPrice)
208,198 6 Marine Parade Central NTUC FairPrice Marine ,198 6 Marine Parade Central NTUC FairPrice Marine Parade Central 449411,,,,449411,Authorised Retailer (FairPrice)
209,199 Marsiling MRT Station/ 71 Woodlands Avenue 3 #,199 Marsiling MRT Station/ 71 Woodlands Avenue 3 #01-01 NTUC FairPrice Marsiling MRT Station 739044,,,,739044,Authorised Retailer (FairPrice)
210,200 Block 57 New Upper Changi Road #01-1334/1338 N,200 Block 57 New Upper Changi Road #01-1334/1338 NTUC FairPrice New Upper Changi Road 461057,,,,461057,Authorised Retailer (FairPrice)
211,201 NEX/ 23 Serangoon Central #03-42 NTUC FairPric,201 NEX/ 23 Serangoon Central #03-42 NTUC FairPrice NEX 556083,,,,556083,Authorised Retailer (FairPrice)
212,202 Parkway Parade/ 80 Marine Parade Road #03-28 N,202 Parkway Parade/ 80 Marine Parade Road #03-28 NTUC FairPrice Parkway Parade 449269,,,,449269,Authorised Retailer (FairPrice)
213,203 Paya Lebar Quarter/ 10 Paya Lebar Road #B2-09 ,203 Paya Lebar Quarter/ 10 Paya Lebar Road #B2-09 NTUC FairPrice Paya Lebar Quarter 409057,,,,409057,Authorised Retailer (FairPrice)
214,204 Oasis Terraces/ 681 Punggol Drive #B1-01 NTUC ,204 Oasis Terraces/ 681 Punggol Drive #B1-01 NTUC FairPrice Punggol Oasis Terraces 820681,,,,820681,Authorised Retailer (FairPrice)
215,205 Punggol Plaza/ 168 Punggol Field Road #03-01 N,205 Punggol Plaza/ 168 Punggol Field Road #03-01 NTUC FairPrice Punggol Plaza 820168,,,,820168,Authorised Retailer (FairPrice)
216,206 Rivervale Mall/ 11 Rivervale Crescent #03-01 N,206 Rivervale Mall/ 11 Rivervale Crescent #03-01 NTUC FairPrice Rivervale Mall 545082,,,,545082,Authorised Retailer (FairPrice)
217,207 Seletar Mall/ 33 Sengkang West Avenue #B2-24 N,207 Seletar Mall/ 33 Sengkang West Avenue #B2-24 NTUC FairPrice Seletar Mall 797653,,,,797653,Authorised Retailer (FairPrice)
218,208 Block 279 Sengkang East Avenue #01-06 NTUC Fai,208 Block 279 Sengkang East Avenue #01-06 NTUC FairPrice Sengkang East Ave 540279,,,,540279,Authorised Retailer (FairPrice)
219,209 Block 170B Sengkang East Drive #01-11 NTUC Fai,209 Block 170B Sengkang East Drive #01-11 NTUC FairPrice Sengkang East Drive 542170,,,,542170,Authorised Retailer (FairPrice)
220,210 Senja Grand/ 628 Senja Road #01-01 NTUC FairPr,210 Senja Grand/ 628 Senja Road #01-01 NTUC FairPrice Senja Road 670628,,,,670628,Authorised Retailer (FairPrice)
221,211 Block 152B Serangoon North Avenue 1 #01-384 NT,211 Block 152B Serangoon North Avenue 1 #01-384 NTUC FairPrice Serangoon North Avenue 1 552152,,,,552152,Authorised Retailer (FairPrice)
222,212 SingPost Centre/ 10 Eunos Road 8 #B1-101 to 10,212 SingPost Centre/ 10 Eunos Road 8 #B1-101 to 107 NTUC FairPrice SingPost Centre 408600,,,,408600,Authorised Retailer (FairPrice)
223,213 Sun Plaza/ 30 Sembawang Drive #B1-01/02 NTUC F,213 Sun Plaza/ 30 Sembawang Drive #B1-01/02 NTUC FairPrice Sun Plaza 757713,,,,757713,Authorised Retailer (FairPrice)
224,214 Mapletree 18/ 18 Tai Seng Street #B1-13 NTUC F,214 Mapletree 18/ 18 Tai Seng Street #B1-13 NTUC FairPrice Tai Seng 539775,,,,539775,Authorised Retailer (FairPrice)
225,215 Tampines Mall/ 4 Tampines Central 5 #B1-12 NTU,215 Tampines Mall/ 4 Tampines Central 5 #B1-12 NTUC FairPrice Tampines Mall 529510,,,,529510,Authorised Retailer (FairPrice)
226,216 Block 633 Tampines North Drive 2 #01-01 NTUC F,216 Block 633 Tampines North Drive 2 #01-01 NTUC FairPrice Tampines North Drive 2 520633,,,,520633,Authorised Retailer (FairPrice)
227,217 Block 107 Tampines Street 11 #01-353/359 NTUC ,217 Block 107 Tampines Street 11 #01-353/359 NTUC FairPrice Tampines Street 11 521107,,,,521107,Authorised Retailer (FairPrice)
228,218 Block 475 Tampines Street 44 #01-145 NTUC Fair,218 Block 475 Tampines Street 44 #01-145 NTUC FairPrice Tampines Street 44 520475,,,,520475,Authorised Retailer (FairPrice)
229,219 Tampines Central Community Complex/ 866A Tampi,219 Tampines Central Community Complex/ 866A Tampines Street 83 #01-K1 NTUC FairPrice Tampines Street 83 521866,,,,521866,Authorised Retailer (FairPrice)
230,220 Block 5 Tanjong Pagar Plaza #01-01 NTUC FairPr,220 Block 5 Tanjong Pagar Plaza #01-01 NTUC FairPrice Tanjong Pagar Plaza 081005,,,,081005,Authorised Retailer (FairPrice)
231,221 Block 78A Telok Blangah Street 32 #01-01 NTUC ,221 Block 78A Telok Blangah Street 32 #01-01 NTUC FairPrice Telok Blangah Street 32 101078,,,,101078,Authorised Retailer (FairPrice)
232,222 The Woodgrove/ 30 Woodlands Avenue 1 #01-11C N,222 The Woodgrove/ 30 Woodlands Avenue 1 #01-11C NTUC FairPrice The Woodgrove 739065,,,,739065,Authorised Retailer (FairPrice)
233,223 The Woodleigh Mall/11 Bidadari Park Drive #B1-,223 The Woodleigh Mall/11 Bidadari Park Drive #B1-32/33 NTUC FairPrice The Woodleigh Mall 367803,,,,367803,Authorised Retailer (FairPrice)
234,224 Thomson Plaza/ 301 Upper Thomson Road #03-36/3,224 Thomson Plaza/ 301 Upper Thomson Road #03-36/37 NTUC FairPrice Thomson Plaza 574408,,,,574408,Authorised Retailer (FairPrice)
235,225 Tiong Bahru Plaza/ 302 Tiong Bahru Road #B1-01,225 Tiong Bahru Plaza/ 302 Tiong Bahru Road #B1-01/02 NTUC FairPrice Tiong Bahru Plaza 168732,,,,168732,Authorised Retailer (FairPrice)
236,226 HDB Centre/ 500 Lorong 6 Toa Payoh #B1-32/#01-,226 HDB Centre/ 500 Lorong 6 Toa Payoh #B1-32/#01-33 NTUC FairPrice Toa Payoh HDB Centre 310500,,,,310500,Authorised Retailer (FairPrice)
237,227 VivoCity/ 1 HarbourFront Walk #B2-23/#01-23 NT,227 VivoCity/ 1 HarbourFront Walk #B2-23/#01-23 NTUC FairPrice VivoCity 098585,,,,098585,Authorised Retailer (FairPrice)
238,228 White Sands/ 1 Pasir Ris Central Street 3 #B1-,228 White Sands/ 1 Pasir Ris Central Street 3 #B1-10 NTUC FairPrice White Sands 518457,,,,518457,Authorised Retailer (FairPrice)
239,229 Wisteria Mall/ 598 Yishun Ring Road #01-01 NTU,229 Wisteria Mall/ 598 Yishun Ring Road #01-01 NTUC FairPrice Wisteria Mall 768698,,,,768698,Authorised Retailer (FairPrice)
240,230 Woodlands Civic Centre/ 900 South Woodlands Dr,230 Woodlands Civic Centre/ 900 South Woodlands Drive #B1-01 NTUC FairPrice Woodlands Civic Centre 730900,,,,730900,Authorised Retailer (FairPrice)
241,231 ExxonMobil/ 110 Macpherson Road NTUC FairPrice,231 ExxonMobil/ 110 Macpherson Road NTUC FairPrice Xpress Macpherson Road 348501,,,,348501,Authorised Retailer (FairPrice)
242,232 Yew Tee Point/ 21 Choa Chu Kang North 6 #B1-01,232 Yew Tee Point/ 21 Choa Chu Kang North 6 #B1-01 to 07 NTUC FairPrice Yew Tee Point 689578,,,,689578,Authorised Retailer (FairPrice)
243,233 Yishun MRT Station/ 301 Yishun Avenue 2 #01-02,233 Yishun MRT Station/ 301 Yishun Avenue 2 #01-02 NTUC FairPrice Yishun MRT Station 769093,,,,769093,Authorised Retailer (FairPrice)
244,234 Block 849 Yishun Ring Road #01-3701/3703 NTUC ,234 Block 849 Yishun Ring Road #01-3701/3703 NTUC FairPrice Yishun Ring Road 760849,,,,760849,Authorised Retailer (FairPrice)
245,235 Zhongshan Mall/ 20 Ah Hood Road #02-01 NTUC Fa,235 Zhongshan Mall/ 20 Ah Hood Road #02-01 NTUC FairPrice Zhongshan Mall 329984,,,,329984,Authorised Retailer (FairPrice)
246,236 Block 501 West Coast Drive #01-266 OCN (Singap,236 Block 501 West Coast Drive #01-266 OCN (Singapore) Pte Ltd 120501,,,,120501,Authorised Retailer
247,237 Block 71 Seng Poh Road #01-43 Ong Eng Siang Tr,237 Block 71 Seng Poh Road #01-43 Ong Eng Siang Trading 160071,,,,160071,Authorised Retailer
248,238 People's Park Complex/ 1 Park Road #02-70 Over,238 People's Park Complex/ 1 Park Road #02-70 Overseas Emporium (Private) Limited 059108,,,,059108,Authorised Retailer
249,239 Block 133 Jalan Bukit Merah #01-1520 Papillon ,239 Block 133 Jalan Bukit Merah #01-1520 Papillon Florist Pte Ltd 160133,,,,160133,Authorised Retailer
250,240 Block 960 Jurong West Street 92 #01-182 PFG Fr,240 Block 960 Jurong West Street 92 #01-182 PFG Framing & Trading 640960,,,,640960,Authorised Retailer
251,241 Block 678A Woodlands Avenue 6 #01-19 Prime Adm,241 Block 678A Woodlands Avenue 6 #01-19 Prime Admiralty Place 731678,,,,731678,Authorised Retailer
252,242 Buangkok Square/ 991 Buangkok Link #01-28 Prim,242 Buangkok Square/ 991 Buangkok Link #01-28 Prime Buangkok Square 530991,,,,530991,Authorised Retailer
253,243 Block 25A Chai Chee Road #01-459 Prime Chai Ch,243 Block 25A Chai Chee Road #01-459 Prime Chai Chee Road 461025,,,,461025,Authorised Retailer
254,244 Block 263 Compassvale Street #01-01 Prime Comp,244 Block 263 Compassvale Street #01-01 Prime Compassvale Street 540263,,,,540263,Authorised Retailer
255,245 Block 1 Upper Aljunied Lane #01-01 Prime Joo S,245 Block 1 Upper Aljunied Lane #01-01 Prime Joo Seng 360001,,,,360001,Authorised Retailer
256,246 Block 253 Choa Chu Kang Avenue 1 #B1-07 to 10 ,246 Block 253 Choa Chu Kang Avenue 1 #B1-07 to 10 Prime Keat Hong 680253,,,,680253,Authorised Retailer
257,247 Block 108 Punggol Field #01-02 Prime Punggol F,247 Block 108 Punggol Field #01-02 Prime Punggol Field 820108,,,,820108,Authorised Retailer
258,248 Block 461 Yishun Avenue 6 #01-01 Prime Yishun ,248 Block 461 Yishun Avenue 6 #01-01 Prime Yishun Avenue 6 760461,,,,760461,Authorised Retailer
259,249 Block 681 Race Course Road #01-309 Rangoon Pro,249 Block 681 Race Course Road #01-309 Rangoon Provision Shop 210681,,,,210681,Authorised Retailer
260,250 Rivervale Plaza/ 118 Rivervale Drive #01-15 Se,250 Rivervale Plaza/ 118 Rivervale Drive #01-15 Seah Geok Eng Agency - Rivervale Plaza 540118,,,,540118,Authorised Retailer
