outlet_name,draw_date,draw_number,prize_amount,bet_type,prize_group
Singapore Pools New Upper Changi Branch,02/08/2024,3996,1501809.0,QP system 12 iTOTO,1
Singapore Pools New Upper Changi Branch,29/02/2024,3952,1531384.0,QP ordinary,1
Singapore Pools New Upper Changi Branch,21/12/2023,3932,1191969.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,19/10/2023,3914,122450.0,QP ordinary,2
Singapore Pools New Upper Changi Branch,27/04/2023,3864,139189.0,QP ordinary,2
Singapore Pools New Upper Changi Branch,13/02/2023,3843,1070984.0,system 7,1
Singapore Pools New Upper Changi Branch,03/02/2023,3840,122585.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,06/01/2023,3832,68374.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,02/01/2023,3831,100293.0,QP ordinary,2
Singapore Pools New Upper Changi Branch,26/12/2022,3829,5782800.0,QP system 12 iTOTO,1
Singapore Pools New Upper Changi Branch,14/04/2022,3756,108062.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,17/03/2022,3748,107186.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,11/02/2022,3738,2427114.0,QP system 12 iTOTO,1
Singapore Pools New Upper Changi Branch,11/02/2022,3738,77154.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,10/01/2022,3729,85925.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,23/07/2020,3576,64765.0,system 7,2
Singapore Pools New Upper Changi Branch,20/01/2020,3546,244830.0,system 7,2
Singapore Pools New Upper Changi Branch,24/10/2019,3521,115649.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,28/05/2018,3374,70335.0,system 7,2
Singapore Pools New Upper Changi Branch,26/04/2018,3365,2626004.0,system 7,1
Singapore Pools New Upper Changi Branch,13/04/2017,3257,2582205.0,QP system 12 iTOTO,1
Singapore Pools New Upper Changi Branch,06/04/2017,3255,142907.0,system 7,2
Singapore Pools New Upper Changi Branch,23/02/2017,3243,89302.0,QP system 12 iTOTO,2
Singapore Pools New Upper Changi Branch,01/12/2016,3219,55534.0,QP system roll,2
Singapore Pools New Upper Changi Branch,14/04/2016,3153,76065.0,ordinary,2
Singapore Pools New Upper Changi Branch,28/12/2015,3122,4534221.0,QP system 12 iTOTO,1
Singapore Pools New Upper Changi Branch,24/09/2015,3095,42498.0,ordinary,2
Singapore Pools New Upper Changi Branch,02/02/2015,3028,883973.0,system 7,1
Singapore Pools New Upper Changi Branch,01/08/2014,2975,61257.0,system 7,2
Singapore Pools New Upper Changi Branch,21/07/2014,2972,36321.0,QP system 7,2
Singapore Pools New Upper Changi Branch,05/06/2014,2959,43556.0,QP system 7,2
Singapore Pools New Upper Changi Branch,24/01/2014,2921,51720.0,QP system 7,2
Singapore Pools New Upper Changi Branch,04/11/2013,2898,682650.0,ordinary,1
Singapore Pools New Upper Changi Branch,14/10/2013,2892,137451.0,QP ordinary,2
Singapore Pools New Upper Changi Branch,12/09/2013,2883,43129.0,QP ordinary,2
Singapore Pools New Upper Changi Branch,24/06/2013,2860,80462.0,ordinary,2
Singapore Pools New Upper Changi Branch,20/07/2012,2763,28253.0,system 8,2
Singapore Pools New Upper Changi Branch,14/06/2012,2753,48865.0,system roll,2
Singapore Pools New Upper Changi Branch,01/03/2012,2723,2018.0,system 7,2
Singapore Pools New Upper Changi Branch,09/05/2011,2638,91564.0,system 7,2
Singapore Pools New Upper Changi Branch,05/08/2010,2559,395019.0,ordinary,2
Singapore Pools New Upper Changi Branch,21/06/2010,2546,47157.0,system 7,2
Singapore Pools New Upper Changi Branch,27/05/2010,2539,804472.0,system 7,1
Singapore Pools New Upper Changi Branch,04/02/2010,2507,25384.0,QP ordinary,2
Singapore Pools New Upper Changi Branch,24/08/2009,2460,11089.0,system 7,2
Singapore Pools New Upper Changi Branch,28/05/2009,2435,45715.0,system 7,2
Singapore Pools New Upper Changi Branch,06/02/2009,2403,45495.0,system 7,2
Singapore Pools New Upper Changi Branch,18/08/2008,2354,26416.0,QP system 7,2
Singapore Pools New Upper Changi Branch,21/05/2007,2224,59782.0,QP system 7,2
Singapore Pools New Upper Changi Branch,11/01/2007,2187,36460.0,ordinary,2
Singapore Pools New Upper Changi Branch,07/07/2005,2029,199754.0,QP system roll,1
Singapore Pools New Upper Changi Branch,25/04/2005,2008,372206.0,QP ordinary,1
Singapore Pools New Upper Changi Branch,09/02/2004,1882,888435.0,QP ordinary,1
Singapore Pools New Upper Changi Branch,04/02/2002,1672,21301.0,system 8,1
Singapore Pools Lorong 25A Geylang Branch,13/04/2026,4173,253492.0,QP ordinary,1
Singapore Pools Lorong 25A Geylang Branch,28/07/2025,4099,121727.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,06/03/2025,4058,79343.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,02/12/2024,4031,105859.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,21/10/2024,4019,72422.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,12/09/2024,4008,64002.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,02/08/2024,3996,1501809.0,QP system 12 iTOTO,1
Singapore Pools Lorong 25A Geylang Branch,09/05/2024,3972,127391.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,23/02/2024,3950,108350.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,22/01/2024,3941,3081026.0,QP ordinary,1
Singapore Pools Lorong 25A Geylang Branch,04/08/2023,3892,140121.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,17/04/2023,3861,72616.0,ordinary,2
Singapore Pools Lorong 25A Geylang Branch,13/10/2022,3808,93427.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,11/04/2022,3755,50621.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,03/03/2022,3744,82461.0,system 8,2
Singapore Pools Lorong 25A Geylang Branch,24/02/2022,3742,109238.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,11/02/2022,3738,77154.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,11/02/2022,3738,77154.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,22/11/2021,3715,71498.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,01/11/2021,3709,143734.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,14/06/2021,3669,247721.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,22/04/2021,3654,133503.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,12/04/2021,3651,90087.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,26/02/2021,3638,79833.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,19/11/2020,3610,2561272.0,QP system 12 iTOTO,1
Singapore Pools Lorong 25A Geylang Branch,10/08/2020,3581,160255.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,07/02/2020,3551,101649.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,03/02/2020,3550,214358.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,17/01/2020,3545,2007961.0,QP ordinary,1
Singapore Pools Lorong 25A Geylang Branch,21/11/2019,3529,97944.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,21/11/2019,3529,97944.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,14/10/2019,3518,9348725.0,QP system 12 iTOTO,1
Singapore Pools Lorong 25A Geylang Branch,29/04/2019,3470,164221.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,25/04/2019,3469,158092.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,18/04/2019,3467,58564.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,28/03/2019,3461,4744763.0,QP system 12 iTOTO,1
Singapore Pools Lorong 25A Geylang Branch,31/12/2018,3436,85254.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,11/10/2018,3413,145510.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,24/09/2018,3408,749202.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,18/06/2018,3380,52571.0,ordinary,2
Singapore Pools Lorong 25A Geylang Branch,17/05/2018,3371,2304738.0,QP system 12 iTOTO,1
Singapore Pools Lorong 25A Geylang Branch,22/02/2018,3347,75202.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,01/02/2018,3341,41278.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,09/10/2017,3308,65088.0,QP system roll,2
Singapore Pools Lorong 25A Geylang Branch,28/09/2017,3305,45286.0,ordinary,2
Singapore Pools Lorong 25A Geylang Branch,25/09/2017,3304,107969.0,system 7,2
Singapore Pools Lorong 25A Geylang Branch,04/09/2017,3298,2311781.0,QP system 12 iTOTO,1
Singapore Pools Lorong 25A Geylang Branch,20/07/2017,3285,68632.0,system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,27/03/2017,3252,2138384.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,20/03/2017,3250,78380.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,13/03/2017,3248,227669.0,system 7,2
Singapore Pools Lorong 25A Geylang Branch,23/02/2017,3243,89302.0,system 7,2
Singapore Pools Lorong 25A Geylang Branch,11/07/2016,3178,46997.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,14/03/2016,3144,94675.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,11/02/2016,3135,89225.0,QP system 12 iTOTO,2
Singapore Pools Lorong 25A Geylang Branch,27/02/2015,3035,122673.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,22/09/2014,2990,23490.0,system 10,2
Singapore Pools Lorong 25A Geylang Branch,27/03/2014,2939,20957.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,12/12/2013,2909,1677952.0,system 8,1
Singapore Pools Lorong 25A Geylang Branch,23/09/2013,2886,39286.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,22/02/2013,2825,51397.0,system 7,2
Singapore Pools Lorong 25A Geylang Branch,18/02/2013,2824,58051.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,08/02/2013,2821,28919.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,17/12/2012,2806,46986.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,17/12/2012,2806,46986.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,20/07/2012,2763,28253.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,21/06/2012,2755,40138.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,28/05/2012,2748,18645.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,01/03/2012,2723,2018.0,ordinary,2
Singapore Pools Lorong 25A Geylang Branch,01/03/2012,2723,2018.0,system 8,2
Singapore Pools Lorong 25A Geylang Branch,20/02/2012,2720,29052.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,20/01/2012,2711,44200.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,09/09/2011,2673,34370.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,25/08/2011,2669,19743.0,system 8,2
Singapore Pools Lorong 25A Geylang Branch,27/06/2011,2652,130159.0,system 7,2
Singapore Pools Lorong 25A Geylang Branch,28/03/2011,2626,89922.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,28/02/2011,2618,1781497.0,QP ordinary,1
Singapore Pools Lorong 25A Geylang Branch,28/02/2011,2618,42160.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,10/02/2011,2613,26887.0,system 9,2
Singapore Pools Lorong 25A Geylang Branch,13/01/2011,2605,39352.0,system 7,2
Singapore Pools Lorong 25A Geylang Branch,30/09/2010,2575,641619.0,QP ordinary,1
Singapore Pools Lorong 25A Geylang Branch,29/04/2010,2531,35316.0,ordinary,2
Singapore Pools Lorong 25A Geylang Branch,22/03/2010,2520,24160.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,28/05/2009,2435,384717.0,QP ordinary,1
Singapore Pools Lorong 25A Geylang Branch,16/03/2009,2414,30520.0,system 7,2
Singapore Pools Lorong 25A Geylang Branch,06/02/2009,2403,45495.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,02/02/2009,2402,57039.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,08/08/2008,2351,45974.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,08/08/2008,2351,45974.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,21/02/2008,2303,1021318.0,QP system roll,1
Singapore Pools Lorong 25A Geylang Branch,21/02/2008,2303,45832.0,QP system roll,2
Singapore Pools Lorong 25A Geylang Branch,03/01/2008,2289,55776.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,08/10/2007,2264,2790013.0,system roll,1
Singapore Pools Lorong 25A Geylang Branch,08/10/2007,2264,56426.0,system roll,2
Singapore Pools Lorong 25A Geylang Branch,10/09/2007,2256,31594.0,QP system 7,2
Singapore Pools Lorong 25A Geylang Branch,06/07/2007,2237,137930.0,ordinary,1
Singapore Pools Lorong 25A Geylang Branch,25/06/2007,2234,46629.0,QP ordinary,2
Singapore Pools Lorong 25A Geylang Branch,15/03/2007,2205,28609.0,system 9,2
Singapore Pools Lorong 25A Geylang Branch,02/03/2007,2201,35238.0,QP system 9,2
Singapore Pools Lorong 25A Geylang Branch,01/02/2007,2193,1522876.0,QP ordinary,1
Singapore Pools Lorong 25A Geylang Branch,19/10/2006,2163,59650.0,ordinary,2
Singapore Pools Lorong 25A Geylang Branch,07/09/2006,2151,30641.0,system 7,2
Singapore Pools Jurong West N4 Branch,06/04/2026,4171,87997.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,30/03/2026,4169,45117.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,27/02/2026,4160,77132.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,25/08/2025,4107,119475.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,07/02/2025,4050,73857.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,02/12/2024,4031,105859.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,11/11/2024,4025,215010.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,11/07/2024,3990,87137.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,20/05/2024,3975,2939453.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,14/03/2024,3956,101034.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,11/03/2024,3955,95881.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,02/02/2024,3944,96751.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,11/01/2024,3938,74834.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,07/12/2023,3928,214071.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,04/08/2023,3892,140121.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,08/05/2023,3867,68346.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,27/03/2023,3855,110897.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,23/03/2023,3854,82218.0,ordinary,2
Singapore Pools Jurong West N4 Branch,13/03/2023,3851,85478.0,system 7,2
Singapore Pools Jurong West N4 Branch,03/02/2023,3840,122585.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,03/02/2023,3840,122585.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,30/01/2023,3839,136161.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,20/01/2023,3836,119931.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,06/01/2023,3832,68374.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,26/12/2022,3829,5782800.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,13/10/2022,3808,93427.0,system 8,2
Singapore Pools Jurong West N4 Branch,14/04/2022,3756,5667055.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,11/02/2022,3738,77154.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,10/01/2022,3729,85925.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,13/12/2021,3721,61642.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,15/11/2021,3713,125589.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,04/10/2021,3701,83310.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,12/07/2021,3677,64547.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,05/07/2021,3675,51159.0,system 7,2
Singapore Pools Jurong West N4 Branch,07/01/2021,3624,50690.0,ordinary,2
Singapore Pools Jurong West N4 Branch,04/01/2021,3623,3625796.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,08/10/2020,3598,935268.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,25/06/2020,3568,2468698.0,QP system 7,1
Singapore Pools Jurong West N4 Branch,19/03/2020,3563,64250.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,03/01/2020,3541,1250000.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,25/11/2019,3530,75506.0,ordinary,2
Singapore Pools Jurong West N4 Branch,16/09/2019,3510,120169.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,18/04/2019,3467,1390889.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,18/04/2019,3467,58564.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,28/01/2019,3444,61904.0,system 7,2
Singapore Pools Jurong West N4 Branch,30/07/2018,3392,92566.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,18/06/2018,3380,52571.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,02/03/2018,3349,6013609.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,02/03/2018,3349,80545.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,05/01/2018,3333,729761.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,30/10/2017,3314,323157.0,ordinary,2
Singapore Pools Jurong West N4 Branch,23/02/2017,3243,89302.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,12/01/2017,3231,4081565.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N4 Branch,12/01/2017,3231,50442.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,09/01/2017,3230,227550.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,18/07/2016,3180,53707.0,ordinary,2
Singapore Pools Jurong West N4 Branch,18/07/2016,3180,53707.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,23/05/2016,3164,76777.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,11/02/2016,3135,89225.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N4 Branch,12/11/2015,3109,30177.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,27/02/2015,3035,122673.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,29/01/2015,3027,506072.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,08/09/2014,2986,23058.0,system 8,2
Singapore Pools Jurong West N4 Branch,21/07/2014,2972,36321.0,system 7,2
Singapore Pools Jurong West N4 Branch,07/07/2014,2968,38162.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,30/01/2014,2923,40846.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,03/01/2014,2915,55554.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,19/12/2013,2911,33191.0,QP system roll,2
Singapore Pools Jurong West N4 Branch,19/12/2013,2911,33191.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,02/08/2013,2871,60519.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,29/07/2013,2870,22262.0,system 9,2
Singapore Pools Jurong West N4 Branch,23/05/2013,2851,13039.0,system 7,2
Singapore Pools Jurong West N4 Branch,07/03/2013,2829,25691.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,28/02/2013,2827,48750.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,08/02/2013,2821,28919.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,07/01/2013,2812,47508.0,system 7,2
Singapore Pools Jurong West N4 Branch,24/12/2012,2808,20260.0,system 7,2
Singapore Pools Jurong West N4 Branch,08/10/2012,2786,36452.0,system 7,2
Singapore Pools Jurong West N4 Branch,20/07/2012,2763,28253.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,21/06/2012,2755,40138.0,ordinary,2
Singapore Pools Jurong West N4 Branch,29/03/2012,2731,64917.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,26/01/2012,2713,50286.0,system 7,2
Singapore Pools Jurong West N4 Branch,29/09/2011,2679,51848.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,09/09/2011,2673,835313.0,QP system 7,1
Singapore Pools Jurong West N4 Branch,09/09/2011,2673,34370.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,22/08/2011,2668,45619.0,system 7,2
Singapore Pools Jurong West N4 Branch,02/05/2011,2636,34578.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,10/01/2011,2604,46490.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,18/10/2010,2580,30104.0,system 7,2
Singapore Pools Jurong West N4 Branch,09/08/2010,2560,282623.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,26/02/2010,2513,2002423.0,QP system 7,1
Singapore Pools Jurong West N4 Branch,25/01/2010,2504,174456.0,QP ordinary,1
Singapore Pools Jurong West N4 Branch,24/12/2009,2495,32138.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,08/10/2009,2473,84554.0,system 7,2
Singapore Pools Jurong West N4 Branch,27/08/2009,2461,15607.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,20/07/2009,2450,35046.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,11/06/2009,2439,117936.0,system 7,2
Singapore Pools Jurong West N4 Branch,18/05/2009,2432,72300.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,07/05/2009,2429,60480.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,09/04/2009,2421,1622803.0,QP ordinary,1
Singapore Pools Jurong West N4 Branch,06/02/2009,2403,732082.0,QP ordinary,1
Singapore Pools Jurong West N4 Branch,18/12/2008,2389,18203.0,system 7,2
Singapore Pools Jurong West N4 Branch,20/11/2008,2381,102281.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,20/10/2008,2372,53343.0,ordinary,2
Singapore Pools Jurong West N4 Branch,25/08/2008,2356,654780.0,QP system 8,1
Singapore Pools Jurong West N4 Branch,21/04/2008,2320,30321.0,system 7,2
Singapore Pools Jurong West N4 Branch,14/02/2008,2301,54807.0,QP system 8,2
Singapore Pools Jurong West N4 Branch,04/02/2008,2298,58050.0,system 7,2
Singapore Pools Jurong West N4 Branch,08/11/2007,2273,47744.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,11/10/2007,2265,89076.0,QP system 7,2
Singapore Pools Jurong West N4 Branch,21/09/2007,2259,31526.0,ordinary,2
Singapore Pools Jurong West N4 Branch,06/07/2007,2237,137930.0,system 7,1
Singapore Pools Jurong West N4 Branch,10/05/2007,2221,27280.0,ordinary,2
Singapore Pools Jurong West N4 Branch,10/05/2007,2221,27280.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,29/03/2007,2209,41708.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,21/12/2006,2181,58691.0,QP ordinary,2
Singapore Pools Jurong West N4 Branch,06/10/2006,2159,999682.0,QP system 7,1
Singapore Pools Jurong West N4 Branch,06/10/2006,2159,38992.0,system 8,2
Singapore Pools Jurong West N4 Branch,10/08/2006,2143,30837.0,ordinary,2
Singapore Pools Jurong West N4 Branch,27/07/2006,2139,42162.0,QP ordinary,2
Singapore Pools Clementi Town Centre Branch,23/03/2026,4167,1268070.0,QP system 12 iTOTO,1
Singapore Pools Clementi Town Centre Branch,25/12/2025,4142,79770.0,QP ordinary,2
Singapore Pools Clementi Town Centre Branch,20/10/2025,4123,58728.0,QP system 7,2
Singapore Pools Clementi Town Centre Branch,04/09/2025,4110,3074781.0,QP system 12 iTOTO,1
Singapore Pools Clementi Town Centre Branch,25/08/2025,4107,119475.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,08/08/2025,4102,241107.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,28/07/2025,4099,121727.0,QP system 7,2
Singapore Pools Clementi Town Centre Branch,03/04/2025,4066,61216.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,07/02/2025,4050,73857.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,24/01/2025,4046,72042.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,30/09/2024,4013,155019.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,29/07/2024,3995,81338.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,04/07/2024,3988,65038.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,20/05/2024,3975,2939453.0,QP system 12 iTOTO,1
Singapore Pools Clementi Town Centre Branch,25/04/2024,3968,96467.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,08/04/2024,3963,127495.0,system 7,2
Singapore Pools Clementi Town Centre Branch,14/03/2024,3956,101034.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,23/02/2024,3950,3087960.0,QP system 12 iTOTO,1
Singapore Pools Clementi Town Centre Branch,23/02/2024,3950,108350.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,02/02/2024,3944,96751.0,QP system 7,2
Singapore Pools Clementi Town Centre Branch,02/10/2023,3909,62991.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,14/09/2023,3904,231326.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,10/08/2023,3894,170323.0,QP system 7,2
Singapore Pools Clementi Town Centre Branch,17/04/2023,3861,72616.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,03/02/2023,3840,122585.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,03/10/2022,3805,57234.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,05/08/2022,3788,115844.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,21/07/2022,3784,298500.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,14/04/2022,3756,108062.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,11/04/2022,3755,50621.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,17/03/2022,3748,107186.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,07/03/2022,3745,1226104.0,ordinary,1
Singapore Pools Clementi Town Centre Branch,07/02/2022,3737,172377.0,system 7,2
Singapore Pools Clementi Town Centre Branch,21/01/2022,3732,83454.0,QP system 12 iTOTO,2
Singapore Pools Clementi Town Centre Branch,15/11/2021,3713,125589.0,QP system 12 iTOTO,2
