outlet_name,address,postal_code,outlet_type,group1_wins,group2_wins,combined_wins,source,latitude,longitude,onemap_address,planning_area,x_svy21,y_svy21,geocode_status,proxy_500m,proxy_750m,proxy_1000m,proxy_1500m,area_type,region,pa_hdb_units,win_rate_1000m
Nel's Store,Nel's StoreBlock 741 Bedok Reservoir Road #01-3073 Singapore 470741,470741,Authorised Retailer,5,14,19,matched,1.33773088769346,103.922272109998,741 BEDOK RESERVOIR ROAD RESERVOIR VILLAGE SINGAPORE 470741,BEDOK,37899.5849931166,35545.180647932,OK,0,0,0,0,residential,EAST REGION,64415,0.0
Nalayanee Trading Enterprise,Nalayanee Trading Enterprise127 Upper Paya Lebar Road Singapore 534839,534839,Authorised Retailer,5,17,22,matched,1.33843759646141,103.886437101573,127 UPPER PAYA LEBAR ROAD SINGAPORE 534839,TOA PAYOH,33911.5252190921,35623.2095122691,OK,0,0,0,0,residential,CENTRAL REGION,42185,0.0
Lucky Hill,Lucky HillBlock 112 Bukit Purmei Road #01-209 Singapore 090112,090112,,5,14,19,scraped,1.27446978398017,103.825878114028,112 BUKIT PURMEI ROAD P.A.W.(PEOPLE ANIMAL WELLNESS) VETERINARY SINGAPORE 090112,BUKIT MERAH,27171.9347110586,28549.9152707197,OK,0,0,0,54157,residential,CENTRAL REGION,54157,0.0
Kim Chwee Trading,Kim Chwee TradingBlock 256 Jurong East Street 24 #01-385 Singapore 600256,600256,Authorised Retailer,5,23,28,matched,1.34416527251747,103.738263367232,256 JURONG EAST STREET 24 SINGAPORE 600256,JURONG EAST,17421.3896376407,36256.6885672398,OK,0,0,0,0,residential,WEST REGION,24122,0.0
Hin Teck Leong Trading Company - Rowell Road,Hin Teck Leong Trading Company - Rowell RoadBlock 640 Rowell Road #01-68 Singapore 200640,200640,,5,18,23,scraped,1.30743547948389,103.854713903431,640 ROWELL ROAD SINGAPORE 200640,ROCHOR,30381.1007417506,32195.1006872542,OK,0,1995,1995,44161,residential,CENTRAL REGION,1995,0.01152882
Giant Parkway Parade,Giant Parkway Parade80 Marine Parade Rd Parkway Parade #03-27/30 Singapore 449269,449269,Authorised Retailer (FairPrice),5,16,21,matched,1.301041960873,103.905505005847,80 MARINE PARADE ROAD MARINE PARADE POST OFFICE SINGAPORE 449269,MARINE PARADE,36033.7006082321,31488.2430501617,OK,0,0,7857,7857,residential,CENTRAL REGION,7857,0.00267278
Everstream Trading,Everstream TradingBlock 283 Bukit Batok East Avenue 3 #01-281 Singapore 650283,650283,Authorised Retailer,5,49,54,matched,1.34694365753899,103.757539380939,283 BUKIT BATOK EAST AVENUE 3 GOMBAK PLACE SINGAPORE 650283,BUKIT BATOK,19566.6110998513,36563.833416298,OK,0,0,45585,45585,residential,WEST REGION,45585,0.0011846
Dawn Florist,Dawn Florist21 Hougang Street 51 #01-04A Hougang Green Shopping Mall Singapore 538719,538719,Authorised Retailer,5,23,28,matched,1.37924528796406,103.887832026893,21 HOUGANG STREET 51 MONTE KIDZ WORLD (HOUGANG) SINGAPORE 538719,HOUGANG,34066.6637999034,40135.5213883389,OK,0,0,0,0,residential,NORTH-EAST REGION,57557,0.0
Cold Storage Northpoint,Cold Storage Northpoint930 Yishun Ave 2 #B1-09/12 Northpoint Shopping Centre Singapore 769098,769098,Branch,5,25,30,matched,1.42969848626288,103.835776491468,930 YISHUN AVENUE 2 NORTHPOINT CITY SINGAPORE 769098,YISHUN,28273.5290191257,45714.3116263431,OK,0,0,0,0,residential,NORTH REGION,65614,0.0
Chuan Hao Departmental Store,Chuan Hao Departmental StoreBlock 19A Dover Crescent #01-04 Singapore 131019,131019,Authorised Retailer,5,8,13,matched,1.30735380231593,103.78454843987,19A DOVER CRESCENT MULTI STOREY CAR PARK SINGAPORE 131019,QUEENSTOWN,22572.3360538119,32186.1118527893,OK,0,0,36378,36378,residential,CENTRAL REGION,36378,0.00035736
Cheers New Upper Changi Road,Cheers New Upper Changi RoadBlock 59 New Upper Changi Road #01-1272 Singapore 461059,462026,Branch,5,21,26,matched,1.3233383625591,103.934207271148,26 NEW UPPER CHANGI ROAD SINGAPORE 462026,BEDOK,39227.9082619073,33953.7778714988,OK,0,0,64415,64415,residential,EAST REGION,64415,0.00040363
Cheers Haig Road,Cheers Haig RoadBlock 12 Haig Road #01-333/335 Singapore 430012,430012,,5,16,21,scraped,1.31561468089698,103.896129520656,12 HAIG ROAD HAIG VIEW SINGAPORE 430012,GEYLANG,34990.2525800169,33099.5925186686,OK,0,0,0,31514,residential,CENTRAL REGION,31514,0.0
Afro Asia Co Pte Ltd,Afro Asia Co Pte LtdBlock 604 Yishun Street 61 #01-323 Singapore 760604,760604,Authorised Retailer,5,19,24,matched,1.42171348124463,103.83554529409,604 YISHUN STREET 61 NEE SOON CENTRAL MEADOWS SINGAPORE 760604,YISHUN,28247.8010513587,44831.3699637074,OK,0,65614,65614,65614,residential,NORTH REGION,65614,0.00036578
7-Eleven Store Sixth Avenue,7-Eleven Store Sixth Avenue6 Sixth Avenue Singapore 276472,276472,Authorised Retailer (7-Eleven),5,14,19,matched,1.33109923987903,103.795114609687,6 SIXTH AVENUE SINGAPORE 276472,BUKIT TIMAH,23748.2932285639,34811.7406081595,OK,0,0,2554,2554,residential,CENTRAL REGION,2554,0.00743931
7-Eleven Store Choa Chu Kang Drive,7-Eleven Store Choa Chu Kang DriveBlock 689B Choa Chu Kang Drive #01-306 Singapore 682689,682689,Authorised Retailer (7-Eleven),5,26,31,matched,1.40313482841143,103.749793059631,689B CHOA CHU KANG DRIVE SINGAPORE 682689,CHOA CHU KANG,18704.747788664,42777.2021937817,OK,0,0,0,0,residential,WEST REGION,49026,0.0
7-Eleven Store Changi Road,7-Eleven Store Changi Road38A Changi Road Singapore 419701,419701,Authorised Retailer (7-Eleven),5,19,24,matched,1.31621766760551,103.898830016087,38 CHANGI ROAD SINGAPORE 419701,GEYLANG,35290.7900795704,33166.2754595764,OK,0,0,0,31514,residential,CENTRAL REGION,31514,0.0
Yeo Soon Huat,Yeo Soon HuatBlk 70 Lor 4 Toa Payoh #01-347  Singapore 310070,310070,Authorised Retailer,4,9,13,matched,1.33444874946936,103.852333287558,70 LORONG 4 TOA PAYOH TOA PAYOH VISTA SINGAPORE 310070,TOA PAYOH,30116.1374758715,35182.0874286592,OK,0,0,0,42185,residential,CENTRAL REGION,42185,0.0
U Stars Keat Hong Link,U Stars Keat Hong LinkBlock 817 Keat Hong Link #01-14 Singapore 680817,680817,Authorised Retailer,4,7,11,matched,1.37754385007462,103.749700036701,817 KEAT HONG LINK KEAT HONG MIRAGE SINGAPORE 680817,CHOA CHU KANG,18694.2953761145,39947.4789061807,OK,0,0,0,49026,residential,WEST REGION,49026,0.0
Teo Khar Bee Agency,Teo Khar Bee AgencyBlk 84 Redhill Lane #01-356 Singapore 150084,150084,Authorised Retailer,4,26,30,matched,1.28708575062296,103.818851050403,84 REDHILL LANE SINGAPORE 150084,BUKIT MERAH,26389.8856514953,29944.9270194583,OK,0,0,0,0,residential,CENTRAL REGION,54157,0.0
Tan Ah Leck Trading - Bukit Batok Street 11,Tan Ah Leck Trading - Bukit Batok Street 11Block 151 Bukit Batok Street 11 #01-254 Singapore 650151,650151,Authorised Retailer,4,29,33,matched,1.34874703502592,103.744211483999,151 BUKIT BATOK STREET 11 SINGAPORE 650151,BUKIT BATOK,18083.3693590276,36763.2921041436,OK,0,0,0,45585,residential,WEST REGION,45585,0.0
Springdale Garments Co,Springdale Garments CoBlock 408 Ang Mo Kio Avenue 10 #01-795 Singapore 560408,560408,Authorised Retailer,4,43,47,matched,1.36209053459188,103.854587757902,408 ANG MO KIO AVENUE 10 TECK GHEE SQUARE SINGAPORE 560408,ANG MO KIO,30367.0096938061,38238.5770579427,OK,0,0,0,0,residential,NORTH-EAST REGION,51310,0.0
Singapore Pools Yishun N2 Branch,Singapore Pools Yishun N2 BranchBlock 256 Yishun Ring Road #01-1001 Singapore 760256,760256,Branch,4,30,34,matched,1.43409342098238,103.839979155802,256 YISHUN RING ROAD YISHUN SUNSHINE SINGAPORE 760256,YISHUN,28741.2213982223,46200.2823262513,OK,0,0,0,0,residential,NORTH REGION,65614,0.0
Singapore Pools Teban Gardens Branch,Singapore Pools Teban Gardens BranchBlock 37 Teban Gardens Road #01-308 Singapore 600037,600037,Branch,4,24,28,matched,1.32053143645806,103.742652199249,37 TEBAN GARDENS ROAD SINGAPORE 600037,JURONG EAST,17909.7231168924,33643.3582082093,OK,0,0,0,0,residential,WEST REGION,24122,0.0
Singapore Pools Jalan Tiga Branch,Singapore Pools Jalan Tiga BranchBlock 43 Jalan Tiga #01-08 Singapore 390043,390043,Branch,4,42,46,matched,1.30813368626522,103.884729523853,43 JALAN TIGA PINE GREEN SINGAPORE 390043,GEYLANG,33721.5593881765,32272.3532383442,OK,0,0,0,31514,residential,CENTRAL REGION,31514,0.0
Singapore Pools Ghim Moh Branch,Singapore Pools Ghim Moh BranchBlock 21 Ghim Moh Road #01-161 Singapore 270021,270021,Branch,4,28,32,matched,1.31010302594118,103.788545950724,21 GHIM MOH ROAD SINGAPORE 270021,QUEENSTOWN,23017.2274397025,32490.0986614991,OK,0,0,0,36378,residential,CENTRAL REGION,36378,0.0
Singapore Pools Geylang Bahru Branch,Singapore Pools Geylang Bahru BranchBlock 57 Geylang Bahru #01-3503 Singapore 330057,330057,Branch,4,19,23,matched,1.32353780675049,103.86914775647,57 GEYLANG BAHRU GEYLANG BAHRU VILLE SINGAPORE 330057,KALLANG,31987.4290544391,33975.6319308337,OK,0,0,0,40171,residential,CENTRAL REGION,40171,0.0
Singapore Pools Circuit Road 88 Branch,Singapore Pools Circuit Road 88 BranchBlock 88 Circuit Road #01-961 Singapore 370088,370088,Branch,4,26,30,matched,1.32354065999154,103.885851746701,88 CIRCUIT ROAD SINGAPORE 370088,GEYLANG,33846.4165160181,33975.9805272035,OK,31514,31514,31514,31514,residential,CENTRAL REGION,31514,0.00095196
Singapore Pools Bukit Gombak Branch,Singapore Pools Bukit Gombak BranchBlock 374 Bukit Batok Street 31 #01-170 Singapore 650374,650374,Branch,4,34,38,matched,1.35798291106742,103.750736425731,374 BUKIT BATOK STREET 31 SINGAPORE 650374,BUKIT BATOK,18809.5582492808,37784.5235836506,OK,0,0,45585,45585,residential,WEST REGION,45585,0.00083361
Singapore Pools Bedok North Branch,Singapore Pools Bedok North BranchBlock 509 Bedok North Street 3 #01-129 Singapore 460509,460509,Branch,4,27,31,matched,1.33317541870197,103.931265025162,509 BEDOK NORTH STREET 3 SINGAPORE 460509,BEDOK,38900.4221170712,35041.4975779746,OK,0,0,0,0,residential,EAST REGION,64415,0.0
Sheng Siong Tanglin Halt Road,Sheng Siong Tanglin Halt RoadBlock 88 Tanglin Halt Road #01-10 Singapore 141088,141088,Authorised Retailer,4,22,26,matched,1.30178506364186,103.798226442608,88 TANGLIN HALT ROAD CARE CORNER FAMILY SERVICE CENTRE (QUEENSTOWN) SINGAPORE 141088,QUEENSTOWN,24094.5624733763,31570.3238592092,OK,0,0,0,36378,residential,CENTRAL REGION,36378,0.0
Sheng Moh Fruits & Provision Store,Sheng Moh Fruits & Provision Store29 Jalan Mas Puteh Singapore 128632,128632,Authorised Retailer,4,13,17,matched,1.30836839483661,103.762107951222,29 JALAN MAS PUTEH PASIR PANJANG GARDENS SINGAPORE 128632,CLEMENTI,20074.9199954933,32298.3600347769,OK,0,26730,26730,26730,residential,WEST REGION,26730,0.00063599
Prime Keat Hong,Prime Keat HongBlock 253 Choa Chu Kang Avenue 1 #B1-07 to 10 Singapore 680253,680253,Authorised Retailer,4,20,24,matched,1.37677749544409,103.744548948082,253 CHOA CHU KANG AVENUE 1 CHOA CHU KANG MARKET SINGAPORE 680253,CHOA CHU KANG,18121.0396203063,39862.7599396724,OK,0,0,0,49026,residential,WEST REGION,49026,0.0
NTUC FairPrice Yung Kuang Road,NTUC FairPrice Yung Kuang RoadBlock 63-66 Yung Kuang Road #01-119/#02-119 Singapore 610063,610063,,4,15,19,scraped,1.33221936370928,103.722686866956,63 YUNG KUANG ROAD SINGAPORE 610063,JURONG WEST,15687.8331243386,34935.841641767,OK,0,0,0,0,residential,WEST REGION,75206,0.0
NTUC FairPrice Yew Tee Point,NTUC FairPrice Yew Tee Point21 Choa Chu Kang North 6 #B1-01 to 07 Yew Tee Point Singapore 689578,689578,Authorised Retailer (FairPrice),4,34,38,matched,1.39696992267974,103.746443198224,21 CHOA CHU KANG NORTH 6 YEWTEE POINT SINGAPORE 689578,CHOA CHU KANG,18331.928316039,42095.5309091564,OK,0,0,49026,49026,residential,WEST REGION,49026,0.0007751
NTUC FairPrice Woodlands Civic Centre,NTUC FairPrice Woodlands Civic Centre900 South Woodlands Drive #B1-01 Woodlands Civic Centre Singapore 730900,730900,Authorised Retailer (FairPrice),4,30,34,matched,1.43505698925938,103.787004308703,900 SOUTH WOODLANDS DRIVE CPF WOODLANDS SERVICE CENTRE SINGAPORE 730900,WOODLANDS,22845.924756743,46306.879990235,OK,0,0,0,0,residential,NORTH REGION,70072,0.0
NTUC FairPrice Thomson Plaza,NTUC FairPrice Thomson Plaza301 Upper Thomson Road #03-36/37 Thomson Plaza Singapore 574408,574408,Authorised Retailer (FairPrice),4,37,41,matched,1.35466902496424,103.830919782333,301 UPPER THOMSON ROAD THOMSON PLAZA SINGAPORE 574408,BISHAN,27733.0413219538,37417.9340793099,OK,0,20072,20072,20072,residential,CENTRAL REGION,20072,0.00204265
NTUC FairPrice Tampines Street 83,NTUC FairPrice Tampines Street 83866A Tampines Street 83 #01-K1 Tampines Central Community Complex Singapore 521866,521866,Authorised Retailer (FairPrice),4,21,25,matched,1.35536454193962,103.934477898052,866A TAMPINES STREET 83 TAMPINES CENTRAL COMMUNITY COMPLEX SINGAPORE 521866,TAMPINES,39257.8802550118,37495.0756679717,OK,0,0,0,0,residential,EAST REGION,75342,0.0
NTUC FairPrice Tampines Street 44,NTUC FairPrice Tampines Street 44Block 475 Tampines Street 44 #01-145 Singapore 520475,520475,Authorised Retailer (FairPrice),4,15,19,matched,1.36032331939995,103.953129640464,475 TAMPINES STREET 44 SINGAPORE 520475,TAMPINES,41333.5824240958,38043.4878562279,OK,0,0,0,0,residential,EAST REGION,75342,0.0
NTUC FairPrice Rivervale Mall,NTUC FairPrice Rivervale Mall11 Rivervale Crescent #03-01 Rivervale Mall Singapore 545082,545082,Authorised Retailer (FairPrice),4,13,17,matched,1.39219777838449,103.904471600025,11 RIVERVALE CRESCENT RIVERVALE MALL SINGAPORE 545082,SENGKANG,35918.3976602554,41567.7920261901,OK,0,0,0,0,residential,NORTH-EAST REGION,70189,0.0
NTUC FairPrice Punggol Oasis Terraces,NTUC FairPrice Punggol Oasis Terraces681 Punggol Drive #B1-01 Oasis Terraces Singapore 820681,820681,Authorised Retailer (FairPrice),4,20,24,matched,1.40259581502678,103.912962428692,681 PUNGGOL DRIVE NKF DIALYSIS CENTRE SINGAPORE 820681,PUNGGOL,36863.2770914566,42717.5855860859,OK,0,0,0,55811,residential,NORTH-EAST REGION,55811,0.0
NTUC FairPrice Parkway Parade,NTUC FairPrice Parkway Parade80 Marine Parade Road #03-28 Parkway Parade Singapore 449269,449269,Authorised Retailer (FairPrice),4,25,29,matched,1.301041960873,103.905505005847,80 MARINE PARADE ROAD MARINE PARADE POST OFFICE SINGAPORE 449269,MARINE PARADE,36033.7006082321,31488.2430501617,OK,0,0,7857,7857,residential,CENTRAL REGION,7857,0.00369098
NTUC FairPrice Marine Parade Central,NTUC FairPrice Marine Parade Central6 Marine Parade Central Singapore 449411,449411,Authorised Retailer (FairPrice),4,12,16,matched,1.30134714783304,103.907183612906,6 MARINE PARADE CENTRAL SINGAPORE 449411,MARINE PARADE,36220.5136048924,31521.9944853205,OK,0,0,0,7857,residential,CENTRAL REGION,7857,0.0
NTUC FairPrice Limbang Shopping Centre,NTUC FairPrice Limbang Shopping Centre533 Choa Chu Kang Street 51 #01-01 Limbang Shopping Centre Singapore 680533,680533,Authorised Retailer (FairPrice),4,20,24,matched,1.39206782341869,103.743102282335,533 CHOA CHU KANG STREET 51 LIMBANG SHOPPING CENTRE SINGAPORE 680533,CHOA CHU KANG,17960.1078382162,41553.4949440826,OK,0,49026,49026,49026,residential,WEST REGION,49026,0.00048954
NTUC FairPrice E!Hub @ Downtown East,NTUC FairPrice E!Hub @ Downtown East1 Pasir Ris Close #02-127 E! Hub @ Downtown East Singapore 519599,519599,Authorised Retailer (FairPrice),4,15,19,matched,1.3766980678365,103.95514122442,1 PASIR RIS CLOSE ACES MONTESSORI KIDZ KINDERGARTEN SINGAPORE 519599,PASIR RIS,41557.3568058563,39854.1394968368,OK,0,29654,29654,29654,residential,EAST REGION,29654,0.00064072
NTUC FairPrice Clementi Avenue 2,NTUC FairPrice Clementi Avenue 2Block 352 Clementi Avenue 2 #01-141/143 Singapore 120352,120352,Authorised Retailer (FairPrice),4,19,23,matched,1.31427860227337,103.771350557894,352 CLEMENTI AVENUE 2 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120352,CLEMENTI,21103.5526931826,32951.8534610327,OK,0,0,26730,26730,residential,WEST REGION,26730,0.00086046
Ng Nam Thye Trading - Ang Mo Kio Avenue 3,Ng Nam Thye Trading - Ang Mo Kio Avenue 351 Ang Mo Kio Avenue 3 #01-01B 51@AMK Singapore 569922,569922,Authorised Retailer,4,28,32,matched,1.36929729654979,103.84715944541,51 ANG MO KIO AVENUE 3 51 @ AMK SINGAPORE 569922,ANG MO KIO,29540.3211999806,39035.4580954239,OK,0,0,0,0,residential,NORTH-EAST REGION,51310,0.0
Lim Heng Ee Trading Pte. Ltd.,Lim Heng Ee Trading Pte. Ltd.Block 16 Upper Boon Keng Road #01-1113 Singapore 380016,380016,Authorised Retailer,4,17,21,matched,1.31543175817283,103.871651573593,16 UPPER BOON KENG ROAD BOON KENG VILLE SINGAPORE 380016,KALLANG,32266.0926993955,33079.3106692117,OK,0,0,40171,40171,residential,CENTRAL REGION,40171,0.00052277
Golden Lagoon Trading,Golden Lagoon TradingBlock 136 Marsiling Road #01-2182 Singapore 730136,730136,Authorised Retailer,4,22,26,matched,1.43832145748732,103.777752029807,136 MARSILING ROAD SINGAPORE 730136,WOODLANDS,21816.2950316696,46667.8715823255,OK,0,0,0,70072,residential,NORTH REGION,70072,0.0
Goh Geok Kwee Agency - Bukit Merah,Goh Geok Kwee Agency - Bukit MerahBlock 124 Bukit Merah Lane 1 #01-148 Singapore 150124,150124,Authorised Retailer,4,21,25,matched,1.28582331821306,103.803532208512,124 BUKIT MERAH LANE 1 SINGAPORE 150124,BUKIT MERAH,24685.025577927,29805.348543182,OK,0,0,0,0,residential,CENTRAL REGION,54157,0.0
Giant Beauty World Centre,Giant Beauty World Centre144 Upper Bukit Timah Road #B1-01 Beauty World Centre Singapore 588177,588177,Authorised Retailer,4,28,32,matched,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,BUKIT TIMAH,21681.0911870794,36062.7591135893,OK,0,0,0,0,residential,CENTRAL REGION,2554,0.0
Chua Hong Kim Trading,Chua Hong Kim TradingBlock 237 Serangoon Avenue 3 #01-108 Singapore 550237,550237,Authorised Retailer,4,34,38,matched,1.35381198342473,103.87013457465,237 SERANGOON AVENUE 3 SINGAPORE 550237,SERANGOON,32097.2018299149,37323.1977419816,OK,0,0,21632,21632,residential,NORTH-EAST REGION,21632,0.00175666
Chop Yeo Thong Heng,"Chop Yeo Thong HengBlock 76 Circuit Road, #01-05 Singapore 370076",370076,Authorised Retailer,4,13,17,matched,1.32551693484516,103.889903603926,76 CIRCUIT ROAD MACPHERSON BLOSSOM SINGAPORE 370076,GEYLANG,34297.3428838411,34194.5168830398,OK,0,31514,31514,31514,residential,CENTRAL REGION,31514,0.00053944
Chong Hoe Tong,Chong Hoe TongBlock 21 Lorong 7 Toa Payoh #01-290 Singapore 310021,310021,Authorised Retailer,4,22,26,matched,1.33544818177957,103.857495922448,21 LORONG 7 TOA PAYOH KIM KEAT PALM SINGAPORE 310021,TOA PAYOH,30690.6834952896,35292.6045846585,OK,42185,42185,42185,42185,residential,CENTRAL REGION,42185,0.00061633
Cheng Chew Wah Agency - Bedok South Road,Cheng Chew Wah Agency - Bedok South RoadBlock 17 Bedok South Road #01-583 Singapore 460017,460017,Authorised Retailer,4,23,27,matched,1.32014883000628,103.935563486677,17 BEDOK SOUTH ROAD SINGAPORE 460017,BEDOK,39378.8562403722,33601.1013485529,OK,0,64415,64415,64415,residential,EAST REGION,64415,0.00041916
Cheers Hougang Avenue 3,Cheers Hougang Avenue 3Block 23 Hougang Avenue 3 #01-281 Singapore 530023,530023,Authorised Retailer,4,15,19,matched,1.36486666416769,103.890727960772,23 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530023,HOUGANG,34388.9831999186,38545.6130936015,OK,0,57557,57557,57557,residential,NORTH-EAST REGION,57557,0.00033011
7-Eleven Store Plaza Singapura,7-Eleven Store Plaza Singapura68 Orchard Road #01-51 Plaza Singapura Singapore 238839,238839,Authorised Retailer (7-Eleven),4,22,26,matched,1.30082071769235,103.845067272666,68 ORCHARD ROAD GOLDEN VILLAGE (GV PLAZA) SINGAPORE 238839,MUSEUM,29307.5237809345,31463.6672937293,OK,1995,3990,3990,5985,residential,CENTRAL REGION,1995,0.00651629
7-Eleven Store Foch Road,7-Eleven Store Foch Road27 Foch Road #01-07/08 Hoa Nam Building Singapore 209264,209264,Authorised Retailer (7-Eleven),4,13,17,matched,1.31270184017357,103.859968759019,27 FOCH ROAD HOA NAM BUILDING SINGAPORE 209264,KALLANG,30965.9111792706,32777.4334178958,OK,0,40171,40171,40171,residential,CENTRAL REGION,40171,0.00042319
7-Eleven Store Bedok North Street 2,7-Eleven Store Bedok North Street 2Block 123 Bedok North Street 2 #01-158 Singapore 460123,460123,Authorised Retailer (7-Eleven),4,23,27,matched,1.32919868667839,103.937343347878,123 BEDOK NORTH STREET 2 SINGAPORE 460123,BEDOK,39576.8955716565,34601.7979382593,OK,0,0,0,0,residential,EAST REGION,64415,0.0
Tan Ah Leck Trading - Jurong East Street 31,Tan Ah Leck Trading - Jurong East Street 31Block 352 Jurong East Street 31 #01-121  Singapore 600352,600352,Authorised Retailer,3,7,10,matched,1.34492289474517,103.730400848037,352 JURONG EAST STREET 31 YUHUA PLACE SINGAPORE 600352,JURONG EAST,16546.3794579934,36340.4981624465,OK,0,0,0,0,residential,WEST REGION,24122,0.0
Superbowl Jurong Pte Ltd,Superbowl Jurong Pte Ltd3 Yuan Ching Road Singapore 618642,618642,Authorised Retailer,3,27,30,matched,1.32554465969069,103.725574633362,3 YUAN CHING ROAD SINGAPORE 618642,JURONG WEST,16009.1798929656,34197.771538794,OK,0,0,0,0,residential,WEST REGION,75206,0.0
Singapore Pools Woodlands N8 Branch,Singapore Pools Woodlands N8 BranchBlock 883 Woodlands Street 82 #02-468 Singapore 730883,730883,Branch,3,40,43,matched,1.44275334327795,103.790548015512,883 WOODLANDS STREET 82 WOODLANDS NORTH PLAZA SINGAPORE 730883,WOODLANDS,23240.3015716588,47157.8967089206,OK,0,0,0,70072,residential,NORTH REGION,70072,0.0
Singapore Pools Upper Boon Keng Branch,Singapore Pools Upper Boon Keng BranchBlock 18 Upper Boon Keng Road #01-1149/1151 Singapore 380018,380018,Branch,3,33,36,matched,1.31480351462869,103.872301458156,18 UPPER BOON KENG ROAD BOON KENG VILLE SINGAPORE 380018,KALLANG,32338.4196809595,33009.8438305017,OK,0,0,40171,40171,residential,CENTRAL REGION,40171,0.00089617
Singapore Pools Telok Blangah Branch,Singapore Pools Telok Blangah BranchBlock 6 Telok Blangah Crescent #01-418 Singapore 090006,090006,Branch,3,24,27,matched,1.27814081311562,103.818484019328,6 TELOK BLANGAH CRESCENT MOUNT FABER GREEN SINGAPORE 090006,BUKIT MERAH,26349.0324393157,28955.8422574177,OK,0,0,0,0,residential,CENTRAL REGION,54157,0.0
Singapore Pools Peace Centre Branch,Singapore Pools Peace Centre Branch1 Sophia Rd Peace Centre #01-24/25 Singapore 228149,228149,,3,17,20,scraped,1.30121862271795,103.849592475825,1 SOPHIA ROAD ONE SOPHIA SINGAPORE 228149,ROCHOR,29811.137870159,31507.6683762148,OK,3990,3990,3990,3990,residential,CENTRAL REGION,1995,0.00501253
Singapore Pools Pasir Ris N7 Branch,Singapore Pools Pasir Ris N7 Branch735 Pasir Ris Street 72 #01-358 Pasir Ris West Plaza  Singapore 510735,510735,Branch,3,34,37,matched,1.37966812044177,103.936574613663,735 PASIR RIS STREET 72 PASIR RIS WEST PLAZA SINGAPORE 510735,PASIR RIS,39491.1055120081,40182.455862198,OK,0,0,0,0,residential,EAST REGION,29654,0.0
Singapore Pools Canberra Branch,Singapore Pools Canberra BranchBlock 505 Canberra Link #01-02 Singapore 750505,750505,Branch,3,30,33,matched,1.45026201889682,103.822534715231,505 CANBERRA LINK MONTREAL SPRING SINGAPORE 750505,SEMBAWANG,26799.9278127244,47988.1264963057,OK,0,0,0,0,residential,NORTH REGION,30330,0.0
Singapore Pools Ang Mo Kio N2A Branch,Singapore Pools Ang Mo Kio N2A BranchBlock 226A Ang Mo Kio Avenue 1 #01-625 Singapore 561226,561226,Branch,3,32,35,matched,1.36749458006861,103.839283930528,226A ANG MO KIO AVENUE 1 KEBUN BARU MALL SINGAPORE 561226,ANG MO KIO,28663.8720501205,38836.1192687955,OK,0,0,0,51310,residential,NORTH-EAST REGION,51310,0.0
Prime Yishun Avenue 6,Prime Yishun Avenue 6Block 461 Yishun Avenue 6 #01-01 Singapore 760461,760461,Authorised Retailer,3,3,6,matched,1.42841338853064,103.84997365333,461 YISHUN AVENUE 6 BLOSSOM SPRING @ YISHUN SINGAPORE 760461,YISHUN,29853.4621971501,45572.2185465153,OK,0,0,0,0,residential,NORTH REGION,65614,0.0
Papillon Florist Pte Ltd,Papillon Florist Pte LtdBlock 133 Jalan Bukit Merah #01-1520 Singapore 160133,160133,Authorised Retailer,3,12,15,matched,1.27955093259631,103.82740093837,133 JALAN BUKIT MERAH SINGAPORE 160133,BUKIT MERAH,27341.4143836265,29111.7619640846,OK,0,0,0,0,residential,CENTRAL REGION,54157,0.0
NTUC FP Century Square,"NTUC FP Century SquareNTUC FP Century Square, 2 Tampines Central 5 #B1-07/08/17 Singapore 529509",529509,,3,4,7,scraped,1.35236829566862,103.943812302253,2 TAMPINES CENTRAL 5 CENTURY SQUARE SINGAPORE 529509,TAMPINES,40296.7094797157,37163.8108075112,OK,0,0,0,0,residential,EAST REGION,75342,0.0
NTUC FairPrice Tampines Street 11,NTUC FairPrice Tampines Street 11Block 107 Tampines Street 11 #01-353/359 Singapore 521107,521107,Authorised Retailer (FairPrice),3,10,13,matched,1.34836421842072,103.948158723814,107 TAMPINES STREET 11 SINGAPORE 521107,TAMPINES,40780.438895965,36721.081947986,OK,0,0,0,0,residential,EAST REGION,75342,0.0
NTUC FairPrice Senja Road,NTUC FairPrice Senja Road628 Senja Road #01-01 Senja Grand Singapore 670628,670628,Authorised Retailer (FairPrice),3,10,13,matched,1.38512867383046,103.760410617887,628 SENJA ROAD SENJA CENTRE SINGAPORE 670628,BUKIT PANJANG,19886.2763911784,40786.13172861,OK,0,0,0,49026,residential,WEST REGION,36896,0.0
NTUC FairPrice Seletar Mall,NTUC FairPrice Seletar Mall33 Sengkang West Avenue #B2-24 Seletar Mall Singapore 797653,797653,Authorised Retailer (FairPrice),3,18,21,matched,1.39130622992517,103.876085067727,33 SENGKANG WEST AVENUE SHAW THEATRES SELETAR SINGAPORE 797653,SENGKANG,32759.350083435,41469.132806832,OK,70189,70189,70189,70189,residential,NORTH-EAST REGION,70189,0.00029919
